DateTime,cash,shares,holdings,total,returns,cumulative_returns,commission_paid
2024-03-06,135.71,6600.00,11761.20,11896.91,0.11%,18.97%,0.00
2024-03-07,135.71,6600.00,11497.20,11632.91,-2.22%,16.33%,0.00
2024-03-08,135.71,6600.00,11589.60,11725.31,0.79%,17.25%,0.00
2024-03-11,135.71,6600.00,12144.00,12279.71,4.73%,22.80%,0.00
2024-03-12,135.71,6600.00,12216.60,12352.31,0.59%,23.52%,0.00
2024-03-13,135.71,6600.00,12150.60,12286.31,-0.53%,22.86%,0.00
2024-03-14,135.71,6600.00,12091.20,12226.91,-0.48%,22.27%,0.00
2024-03-15,135.71,6600.00,12097.80,12233.51,0.05%,22.34%,0.00
2024-03-18,135.71,6600.00,12375.00,12510.71,2.27%,25.11%,0.00
2024-03-19,135.71,6600.00,12229.80,12365.51,-1.16%,23.66%,0.00
2024-03-20,135.71,6600.00,12249.60,12385.31,0.16%,23.85%,0.00
2024-03-21,135.71,6600.00,12183.60,12319.31,-0.53%,23.19%,0.00
2024-03-22,12124.31,0.00,0.00,12124.31,-1.58%,21.24%,3.60
2024-03-25,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-03-26,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-03-27,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-03-28,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-03-29,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-01,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-02,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-03,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-08,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-09,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-10,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-11,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-12,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-15,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-16,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-17,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-18,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-19,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-22,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-23,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-24,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-25,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-26,12124.31,0.00,0.00,12124.31,0.00%,21.24%,0.00
2024-04-29,2201.53,5400.00,9919.80,12121.33,-0.02%,21.21%,2.98
2024-04-30,2201.53,5400.00,9806.40,12007.93,-0.94%,20.08%,0.00
2024-05-06,2201.53,5400.00,10006.20,12207.73,1.66%,22.08%,0.00
2024-05-07,2201.53,5400.00,9990.00,12191.53,-0.13%,21.92%,0.00
2024-05-08,2201.53,5400.00,9833.40,12034.93,-1.28%,20.35%,0.00
2024-05-09,2201.53,5400.00,10022.40,12223.93,1.57%,22.24%,0.00
2024-05-10,2201.53,5400.00,9936.00,12137.53,-0.71%,21.38%,0.00
2024-05-13,2201.53,5400.00,9811.80,12013.33,-1.02%,20.13%,0.00
2024-05-14,2201.53,5400.00,9790.20,11991.73,-0.18%,19.92%,0.00
2024-05-15,11902.42,0.00,0.00,11902.42,-0.74%,19.02%,2.91
2024-05-16,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-17,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-20,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-21,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-22,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-23,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-24,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-27,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-28,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-29,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-30,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-05-31,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-03,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-04,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-05,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-06,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-07,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-11,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-12,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-13,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-14,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-17,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-18,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-19,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-20,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-21,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-24,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-25,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-26,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-27,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-06-28,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-01,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-02,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-03,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-04,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-05,11902.42,0.00,0.00,11902.42,0.00%,19.02%,0.00
2024-07-08,2004.25,6200.00,9895.20,11899.45,-0.02%,18.99%,2.97
2024-07-09,2004.25,6200.00,10044.00,12048.25,1.25%,20.48%,0.00
2024-07-10,2004.25,6200.00,10031.60,12035.85,-0.10%,20.36%,0.00
2024-07-11,2004.25,6200.00,10254.80,12259.05,1.85%,22.59%,0.00
2024-07-12,2004.25,6200.00,10248.60,12252.85,-0.05%,22.53%,0.00
2024-07-15,2004.25,6200.00,10168.00,12172.25,-0.66%,21.72%,0.00
2024-07-16,2004.25,6200.00,10316.80,12321.05,1.22%,23.21%,0.00
2024-07-17,2004.25,6200.00,10310.60,12314.85,-0.05%,23.15%,0.00
2024-07-18,2004.25,6200.00,10453.20,12457.45,1.16%,24.57%,0.00
2024-07-19,2004.25,6200.00,10490.40,12494.65,0.30%,24.95%,0.00
2024-07-22,2004.25,6200.00,10496.60,12500.85,0.05%,25.01%,0.00
2024-07-23,12169.20,0.00,0.00,12169.20,-2.65%,21.69%,3.05
2024-07-24,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-07-25,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-07-26,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-07-29,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-07-30,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-07-31,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-01,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-02,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-05,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-06,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-07,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-08,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-09,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-12,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-13,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-14,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-15,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-16,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-19,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-20,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-21,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-22,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-23,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-26,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-27,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-28,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-29,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-08-30,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-02,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-03,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-04,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-05,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-06,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-09,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-10,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-11,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-12,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-13,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-18,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-19,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-20,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-23,12169.20,0.00,0.00,12169.20,0.00%,21.69%,0.00
2024-09-24,2168.10,6300.00,9998.10,12166.20,-0.02%,21.66%,3.00
2024-09-25,2168.10,6300.00,10143.00,12311.10,1.19%,23.11%,0.00
2024-09-26,2168.10,6300.00,10621.80,12789.90,3.89%,27.90%,0.00
2024-09-27,2168.10,6300.00,11718.00,13886.10,8.57%,38.86%,0.00
2024-09-30,2168.10,6300.00,14061.60,16229.70,16.88%,62.30%,0.00
2024-10-08,19034.44,0.00,0.00,19034.44,17.28%,90.34%,5.06
2024-10-09,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-10,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-11,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-14,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-15,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-16,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-17,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-18,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-21,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-22,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-23,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-24,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-25,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-28,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-29,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-30,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-10-31,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-11-01,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-11-04,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-11-05,19034.44,0.00,0.00,19034.44,0.00%,90.34%,0.00
2024-11-06,9250.31,4400.00,9781.20,19031.51,-0.02%,90.32%,2.93
2024-11-07,9250.31,4400.00,10146.40,19396.71,1.92%,93.97%,0.00
2024-11-08,9250.31,4400.00,10040.80,19291.11,-0.54%,92.91%,0.00
2024-11-11,9250.31,4400.00,10335.60,19585.91,1.53%,95.86%,0.00
2024-11-12,9250.31,4400.00,10318.00,19568.31,-0.09%,95.68%,0.00
2024-11-13,9250.31,4400.00,10436.80,19687.11,0.61%,96.87%,0.00
2024-11-14,9250.31,4400.00,10067.20,19317.51,-1.88%,93.18%,0.00
2024-11-15,18945.00,0.00,0.00,18945.00,-1.93%,89.45%,2.91
2024-11-18,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-19,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-20,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-21,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-22,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-25,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-26,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-27,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-28,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-11-29,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-02,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-03,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-04,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-05,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-06,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-09,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-10,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-11,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-12,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-13,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-16,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-17,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-18,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-19,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-20,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-23,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-24,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-25,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-26,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-27,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-30,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2024-12-31,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2025-01-02,18945.00,0.00,0.00,18945.00,0.00%,89.45%,0.00
2025-01-03,9052.03,5000.00,9890.00,18942.03,-0.02%,89.42%,2.97
2025-01-06,157.36,9500.00,18772.00,18929.36,-0.07%,89.29%,2.67
2025-01-07,157.36,9500.00,18905.00,19062.36,0.70%,90.62%,0.00
2025-01-08,157.36,9500.00,18696.00,18853.36,-1.10%,88.53%,0.00
2025-01-09,157.36,9500.00,18724.50,18881.86,0.15%,88.82%,0.00
2025-01-10,157.36,9500.00,18411.00,18568.36,-1.66%,85.68%,0.00
2025-01-13,18600.83,0.00,0.00,18600.83,0.17%,86.01%,5.53
2025-01-14,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-15,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-16,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-17,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-20,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-21,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-22,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-23,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-24,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-01-27,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-05,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-06,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-07,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-10,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-11,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-12,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-13,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-14,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-17,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-18,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-19,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-20,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-21,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-24,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-25,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-26,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-27,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-02-28,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-03,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-04,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-05,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-06,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-07,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-10,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-11,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-12,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-13,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-14,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-17,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-18,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-19,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-20,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-21,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-24,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-25,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-26,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-27,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-28,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-03-31,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-04-01,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-04-02,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-04-03,18600.83,0.00,0.00,18600.83,0.00%,86.01%,0.00
2025-04-07,8657.85,5600.00,9940.00,18597.85,-0.02%,85.98%,2.98
2025-04-08,176.50,10300.00,18581.20,18757.70,0.86%,87.58%,2.54
2025-04-09,176.50,10300.00,18776.90,18953.40,1.04%,89.53%,0.00
2025-04-10,176.50,10300.00,19188.90,19365.40,2.17%,93.65%,0.00
2025-04-11,176.50,10300.00,19487.60,19664.10,1.54%,96.64%,0.00
2025-04-14,176.50,10300.00,19518.50,19695.00,0.16%,96.95%,0.00
2025-04-15,176.50,10300.00,19497.90,19674.40,-0.10%,96.74%,0.00
2025-04-16,19431.72,0.00,0.00,19431.72,-1.23%,94.32%,5.78
2025-04-17,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-18,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-21,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-22,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-23,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-24,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-25,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-28,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-29,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-04-30,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-06,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-07,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-08,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-09,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-12,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-13,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-14,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-15,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-16,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-19,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-20,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-21,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-22,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-23,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-26,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-27,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-28,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-29,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-05-30,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-03,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-04,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-05,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-06,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-09,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-10,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-11,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-12,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-13,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-16,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-17,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-18,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-19,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
2025-06-20,19431.72,0.00,0.00,19431.72,0.00%,94.32%,0.00
